time,max_intent,total_intent,mean_intent,std_intent
0.0,0.85,486.19999999999993,0.8499999999999999,0.1560236392687222
0.5000000000000002,0.8499799079799794,527.297801727109,0.04850499509954089,0.15096558050101594
1.0000000000000007,0.8496170240355567,546.0586925442196,0.033355243573649725,0.14842219616095773
1.500000000000001,0.848117436743155,559.8774720644774,0.03417220898831039,0.14652015416365313
2.0000000000000013,0.844678709375597,571.3826959218754,0.034874432124137905,0.14491932546632802
2.4999999999999907,0.838837583041708,581.4153377638654,0.03548677598656405,0.14349420950852862
2.99999999999998,0.8305243374245549,590.3601290642422,0.03603272272120619,0.14218028885794115
3.4999999999999694,0.8199750109846027,598.4250353658392,0.03652496553746577,0.1409381428762726
3.9999999999999587,0.8076091688668238,605.736470162587,0.03697122010269696,0.13974224360912196
4.4999999999999485,0.7939174440905852,612.3815575437482,0.037376804049301035,0.13857653564598776
4.999999999999938,0.7793764184208569,618.4283953719363,0.03774587374096291,0.13743180180302436
5.499999999999927,0.7643971912915162,623.9354057998,0.03808199498289795,0.13630358373545953
5.9999999999999165,0.7493048119818807,628.9552305729883,0.03838838077227712,0.1351904932691516
6.499999999999906,0.734339346978535,633.5361073569196,0.03866797530254636,0.13409293167473804
6.999999999999895,0.7196681230478624,637.7222441548209,0.038923476816090145,0.1330121963389732
7.4999999999998845,0.7054012981387356,641.5539016444291,0.03915734262966486,0.1319499067151315
7.999999999999874,0.6916064571892624,645.0674676375352,0.03937179367904878,0.1309076656653174
8.499999999999863,0.6783205948970003,648.2956065816143,0.039568823643897355,0.12988688019819528
8.999999999999853,0.6657839039268083,651.2674848337012,0.03975021269736946,0.12888868284057803
9.499999999999842,0.6544021651969641,654.0090468076196,0.039917544360816626,0.12791391244655997
9.999999999999831,0.6434389910847519,656.5433149829339,0.04007222381487634,0.1269631274715774
10.49999999999982,0.6328898752359045,658.8906924968294,0.040215496368214684,0.12603663498504086
10.99999999999981,0.6227770305964765,661.0692540131583,0.04034846521076406,0.1251345255633154
11.4999999999998,0.6130883568869157,663.0950164491996,0.04047210793757322,0.12425670858137755
11.999999999999789,0.6037738155054798,664.9821854345621,0.04058729159146497,0.1234029450987518
12.499999999999778,0.5948185748952971,666.7433762415694,0.04069478614755673,0.12257287711059163
12.999999999999767,0.5862072262917382,668.3898097007564,0.04079527647099343,0.12176605282107719
13.499999999999757,0.5779242096986891,669.9314846245682,0.04088937284085499,0.12098194806488168
13.999999999999746,0.5699541152381256,671.3773287651181,0.040977620163886605,0.1202199842252936
14.499999999999735,0.5622818912204339,672.7353305144412,0.04106050601284431,0.1194795430808693
14.999999999999725,0.5548929829812136,674.012653545846,0.041138467623647826,0.11875997902029511
15.499999999999714,0.5477734207422773,675.215736476848,0.04121189797832324,0.1180606290352135
15.999999999999703,0.5409098702618589,676.3503794614749,0.04128115109017791,0.11738082085472334
16.49999999999978,0.5342896565979466,677.4218194255925,0.041346546595800324,0.11671987953500315
16.999999999999858,0.5279007686954481,678.4347954630214,0.0414083737465223,0.11607713276918694
17.499999999999936,0.5217318505342092,679.3936057236167,0.04146689488059184,0.1154519151390937
18.000000000000014,0.5157721830894538,680.3021569527966,0.041522348446825966,0.11484357149266705
18.500000000000092,0.5101831704224716,681.1640076875749,0.041574951641087335,0.11425145959903106
19.00000000000017,0.5049271957211513,681.9824059772905,0.04162490270857486,0.11367495220644351
19.50000000000025,0.4998293817378226,682.7603223772599,0.04167238295759643,0.11311343860646088
20.000000000000327,0.49492692434944013,683.5004788591524,0.04171755852411819,0.11256632578961655
20.500000000000405,0.49021009352311007,684.2053741915084,0.041760581920868435,0.11203303926319214
21.000000000000483,0.4856276635696795,684.8773062658611,0.041801593400015935,0.11151302358963953
21.50000000000056,0.48117447719889095,685.5183917768862,0.041840722154350966,0.11100574269438629
22.00000000000064,0.4768455955813995,686.1305836074433,0.04187808737838399,0.11051067998370992
22.500000000000718,0.4726362923301977,686.7156862200319,0.04191379920776562,0.11002733830675217
23.000000000000796,0.46854204653858006,687.2753693139063,0.041947959552850723,0.10955523979028754
23.500000000000874,0.46455853520653745,687.8111799709066,0.04198066284002115,0.10909392557033334
24.000000000000952,0.4606816253109569,688.3245534820765,0.04201199667249002,0.108642955440919
24.50000000000103,0.45690736571442486,688.81682302061,0.042042042420691525,0.10820190743717255
25.00000000000111,0.45323197905962553,689.2892283039674,0.042070875750974575,0.10777037736722543
25.500000000001187,0.4496518537586895,689.7429233685465,0.04209856710013101,0.10734797830518764
26.000000000001265,0.4462962984832406,690.1789835636296,0.04212518210227231,0.106934340055538
26.500000000001343,0.44316127746889594,690.5984118570442,0.042150781973696545,0.10652910859764791
27.00000000000142,0.4401025249512864,691.00214453271,0.042175423860639036,0.10613194551776646
27.5000000000015,0.43712115068850343,691.3910563497302,0.04219916115415834,0.10574252743460515
28.000000000001577,0.43423244976702446,691.765965223636,0.04222204377585669,0.1053605454236384
28.500000000001656,0.4314081057303237,692.1276364826219,0.04224411843766003,0.10498570444435835
29.000000000001734,0.42864620280680854,692.4767867449075,0.04226542887847336,0.10461772277396875
29.500000000001812,0.4259448792552803,692.814087457595,0.04228601608017547,0.10425633145035493
30.00000000000189,0.4233023269087487,693.1401681324115,0.04230591846511301,0.10390127372661098
